fu3Column	fu2Column	Instrument	fu3Core
id	User.code	ALL	ALL
ipaddr	DELETE	ALL	ALL
datestamp	Completed.Timestamp	ALL	ALL
submitdate	Completed	ALL	ALL
startlanguage	Language	ALL	ALL
IdCheckGender	id_check_gender	ALL	ALL
IdCheckDob	id_check_dob	ALL	ALL
TS1	ts_1	ALL	ALL
dastKetamine.4.	dast4ketamine	IMGN_ESPAD	1
dastKetamine.5.	dast5ketamine	IMGN_ESPAD	1
dastKetamine.6.	dast6ketamine	IMGN_ESPAD	1
dastKetamine.7.	dast7ketamine	IMGN_ESPAD	1
dastKetamine.8.	dast8ketamine	IMGN_ESPAD	1
dastKetamine.9.	dast9ketamine	IMGN_ESPAD	1
dastKetamine.10.	dast10ketamine	IMGN_ESPAD	1
dastKetamine.11.	dast11ketamine	IMGN_ESPAD	1
dastKetamine.12.	dast12ketamine	IMGN_ESPAD	1
dastKetamine.13.	dast13ketamine	IMGN_ESPAD	1
dastKetamine.14.	dast14ketamine	IMGN_ESPAD	1
dastKetamine.15.	dast15ketamine	IMGN_ESPAD	1
dastKetamine.16.	dast16ketamine	IMGN_ESPAD	1
dastKetamine.17.	dast17ketamine	IMGN_ESPAD	1
dastKetamine.18.	dast18ketamine	IMGN_ESPAD	1
dastKetamine.19.	dast19ketamine	IMGN_ESPAD	1
dastKetamine.20.	dast20ketamine	IMGN_ESPAD	1
ScidKetamineA1AC1	SCID_A1AC_1_ketamine	IMGN_ESPAD	1
ScidKetamineA1AC2	SCID_A1AC_2_ketamine	IMGN_ESPAD	1
ScidKetamineA1AC3	SCID_A1AC_3_ketamine	IMGN_ESPAD	1
ScidKetamineA1AC4	SCID_A1AC_4_ketamine	IMGN_ESPAD	1
ScidKetamineA1AC5	SCID_A1AC_5_ketamine	IMGN_ESPAD	1
ScidKetamineA1B1	SCID_A1B_1_ketamine	IMGN_ESPAD	1
ScidKetamineA1B2	SCID_A1B_2_ketamine	IMGN_ESPAD	1
ScidKetamineA1B3	SCID_A1B_3_ketamine	IMGN_ESPAD	1
ScidKetamineA1B4	SCID_A1B_4_ketamine	IMGN_ESPAD	1
ScidKetamineA1B5	SCID_A1B_5_ketamine	IMGN_ESPAD	1
ScidKetamineA1D1	SCID_A1D_1_ketamine	IMGN_ESPAD	1
ScidKetamineA1D3	SCID_A1D_3_ketamine	IMGN_ESPAD	1
ScidKetamineA1D2	SCID_A1D_2_ketamine	IMGN_ESPAD	1
ScidKetamineA1D4	SCID_A1D_4_ketamine	IMGN_ESPAD	1
ScidKetamineA1D5	SCID_A1D_5_ketamine	IMGN_ESPAD	1
ScidKetamineA1D6	SCID_A1D_6_ketamine	IMGN_ESPAD	1
ScidKetamineA21	SCID_A2_1_ketamine	IMGN_ESPAD	1
ScidKetamineA22	SCID_A2_2_ketamine	IMGN_ESPAD	1
ScidKetamineA23	SCID_A2_3_ketamine	IMGN_ESPAD	1
ScidKetamineA24	SCID_A2_4_ketamine	IMGN_ESPAD	1
ScidKetamineA25	SCID_A2_5_ketamine	IMGN_ESPAD	1
ScidKetamineA31	SCID_A3_1_ketamine	IMGN_ESPAD	1
ScidKetamineA32	SCID_A3_2_ketamine	IMGN_ESPAD	1
ScidKetamineA33	SCID_A3_3_ketamine	IMGN_ESPAD	1
ScidKetamineA34	SCID_A3_4_ketamine	IMGN_ESPAD	1
ScidKetamineA35	SCID_A3_5_ketamine	IMGN_ESPAD	1
ScidKetamineA4ABCD1	SCID_A4ABCD_1_ketamine	IMGN_ESPAD	1
ScidKetamineA4ABCD2	SCID_A4ABCD_2_ketamine	IMGN_ESPAD	1
ScidKetamineA4ABCD3	SCID_A4ABCD_3_ketamine	IMGN_ESPAD	1
ScidKetamineA4ABCD4	SCID_A4ABCD_4_ketamine	IMGN_ESPAD	1
ScidKetamineA4ABCD5	SCID_A4ABCD_5_ketamine	IMGN_ESPAD	1
ScidKetamineD1AB1	SCID_D1AB_1_ketamine	IMGN_ESPAD	1
ScidKetamineD1AB2	SCID_D1AB_2_ketamine	IMGN_ESPAD	1
ScidKetamineD1AB3	SCID_D1AB_3_ketamine	IMGN_ESPAD	1
ScidKetamineD2A1	SCID_D2A_1_ketamine	IMGN_ESPAD	1
ScidKetamineD2B	SCID_D2B_ketamine	IMGN_ESPAD	1
ScidKetamineD3AB	SCID_D3AB_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB1	SCID_D4AB_1_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB2	SCID_D4AB_2_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB3	SCID_D4AB_3_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB4	SCID_D4AB_4_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB5	SCID_D4AB_5_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB6	SCID_D4AB_6_ketamine	IMGN_ESPAD	1
ScidKetamineD4AB7	SCID_D4AB_7_ketamine	IMGN_ESPAD	1
ScidKetamineD51	SCID_D5_1_ketamine	IMGN_ESPAD	1
ScidKetamineD52	SCID_D5_2_ketamine	IMGN_ESPAD	1
ScidKetamineD6	SCID_D6_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD1	SCID_D7ABCD_1_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD2.AllThatApply	SCID_D7ABCD_2_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD3	SCID_D7ABCD_3_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD4	SCID_D7ABCD_4_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD5	SCID_D7ABCD_5_ketamine	IMGN_ESPAD	1
ScidKetamineD7ABCD6	SCID_D7ABCD_6_ketamine	IMGN_ESPAD	1
dastGhb.3.	dast3ghb	IMGN_ESPAD	1
dastGhb.4.	dast4ghb	IMGN_ESPAD	1
dastGhb.5.	dast5ghb	IMGN_ESPAD	1
dastGhb.6.	dast6ghb	IMGN_ESPAD	1
dastGhb.7.	dast7ghb	IMGN_ESPAD	1
dastGhb.8.	dast8ghb	IMGN_ESPAD	1
dastGhb.9.	dast9ghb	IMGN_ESPAD	1
dastGhb.10.	dast10ghb	IMGN_ESPAD	1
dastGhb.11.	dast11ghb	IMGN_ESPAD	1
dastGhb.12.	dast12ghb	IMGN_ESPAD	1
dastGhb.13.	dast13ghb	IMGN_ESPAD	1
dastGhb.14.	dast14ghb	IMGN_ESPAD	1
dastGhb.15.	dast15ghb	IMGN_ESPAD	1
dastGhb.16.	dast16ghb	IMGN_ESPAD	1
dastGhb.17.	dast17ghb	IMGN_ESPAD	1
dastGhb.18.	dast18ghb	IMGN_ESPAD	1
dastGhb.19.	dast19ghb	IMGN_ESPAD	1
dastGhb.20.	dast20ghb	IMGN_ESPAD	1
ScidGhbA1AC1	SCID_A1AC_1_ghb	IMGN_ESPAD	1
ScidGhbA1AC2	SCID_A1AC_2_ghb	IMGN_ESPAD	1
ScidGhbA1AC3	SCID_A1AC_3_ghb	IMGN_ESPAD	1
ScidGhbA1AC4	SCID_A1AC_4_ghb	IMGN_ESPAD	1
ScidGhbA1AC5	SCID_A1AC_5_ghb	IMGN_ESPAD	1
ScidGhbA1B1	SCID_A1B_1_ghb	IMGN_ESPAD	1
ScidGhbA1B2	SCID_A1B_2_ghb	IMGN_ESPAD	1
ScidGhbA1B3	SCID_A1B_3_ghb	IMGN_ESPAD	1
ScidGhbA1B4	SCID_A1B_4_ghb	IMGN_ESPAD	1
ScidGhbA1B5	SCID_A1B_5_ghb	IMGN_ESPAD	1
ScidGhbA1D1	SCID_A1D_1_ghb	IMGN_ESPAD	1
ScidGhbA1D3	SCID_A1D_3_ghb	IMGN_ESPAD	1
ScidGhbA1D2	SCID_A1D_2_ghb	IMGN_ESPAD	1
ScidGhbA1D4	SCID_A1D_4_ghb	IMGN_ESPAD	1
ScidGhbA1D5	SCID_A1D_5_ghb	IMGN_ESPAD	1
ScidGhbA1D6	SCID_A1D_6_ghb	IMGN_ESPAD	1
ScidGhbA21	SCID_A2_1_ghb	IMGN_ESPAD	1
ScidGhbA22	SCID_A2_2_ghb	IMGN_ESPAD	1
ScidGhbA23	SCID_A2_3_ghb	IMGN_ESPAD	1
ScidGhbA24	SCID_A2_4_ghb	IMGN_ESPAD	1
ScidGhbA25	SCID_A2_5_ghb	IMGN_ESPAD	1
ScidGhbA31	SCID_A3_1_ghb	IMGN_ESPAD	1
ScidGhbA32	SCID_A3_2_ghb	IMGN_ESPAD	1
ScidGhbA33	SCID_A3_3_ghb	IMGN_ESPAD	1
ScidGhbA34	SCID_A3_4_ghb	IMGN_ESPAD	1
ScidGhbA35	SCID_A3_5_ghb	IMGN_ESPAD	1
ScidGhbA4ABCD1	SCID_A4ABCD_1_ghb	IMGN_ESPAD	1
ScidGhbA4ABCD2	SCID_A4ABCD_2_ghb	IMGN_ESPAD	1
ScidGhbA4ABCD3	SCID_A4ABCD_3_ghb	IMGN_ESPAD	1
ScidGhbA4ABCD4	SCID_A4ABCD_4_ghb	IMGN_ESPAD	1
ScidGhbA4ABCD5	SCID_A4ABCD_5_ghb	IMGN_ESPAD	1
ScidGhbD1AB1	SCID_D1AB_1_ghb	IMGN_ESPAD	1
ScidGhbD1AB2	SCID_D1AB_2_ghb	IMGN_ESPAD	1
ScidGhbD1AB3	SCID_D1AB_3_ghb	IMGN_ESPAD	1
ScidGhbD2A1	SCID_D2A_1_ghb	IMGN_ESPAD	1
ScidGhbD2B	SCID_D2B_ghb	IMGN_ESPAD	1
ScidGhbD3AB	SCID_D3AB_ghb	IMGN_ESPAD	1
ScidGhbD4AB1	SCID_D4AB_1_ghb	IMGN_ESPAD	1
ScidGhbD4AB2	SCID_D4AB_2_ghb	IMGN_ESPAD	1
ScidGhbD4AB3	SCID_D4AB_3_ghb	IMGN_ESPAD	1
ScidGhbD4AB4	SCID_D4AB_4_ghb	IMGN_ESPAD	1
ScidGhbD4AB5	SCID_D4AB_5_ghb	IMGN_ESPAD	1
ScidGhbD4AB6	SCID_D4AB_6_ghb	IMGN_ESPAD	1
ScidGhbD4AB7	SCID_D4AB_7_ghb	IMGN_ESPAD	1
ScidGhbD51	SCID_D5_1_ghb	IMGN_ESPAD	1
ScidGhbD52	SCID_D5_2_ghb	IMGN_ESPAD	1
ScidGhbD6	SCID_D6_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD1	SCID_D7ABCD_1_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD2.AllThatApply	SCID_D7ABCD_2_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD3	SCID_D7ABCD_3_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD4	SCID_D7ABCD_4_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD5	SCID_D7ABCD_5_ghb	IMGN_ESPAD	1
ScidGhbD7ABCD6	SCID_D7ABCD_6_ghb	IMGN_ESPAD	1
dastAnabolic.3.	dast3anabolic	IMGN_ESPAD	1
dastAnabolic.4.	dast4anabolic	IMGN_ESPAD	1
dastAnabolic.5.	dast5anabolic	IMGN_ESPAD	1
dastAnabolic.6.	dast6anabolic	IMGN_ESPAD	1
dastAnabolic.7.	dast7anabolic	IMGN_ESPAD	1
dastAnabolic.8.	dast8anabolic	IMGN_ESPAD	1
dastAnabolic.9.	dast9anabolic	IMGN_ESPAD	1
dastAnabolic.10.	dast10anabolic	IMGN_ESPAD	1
dastAnabolic.11.	dast11anabolic	IMGN_ESPAD	1
dastAnabolic.12.	dast12anabolic	IMGN_ESPAD	1
dastAnabolic.13.	dast13anabolic	IMGN_ESPAD	1
dastAnabolic.14.	dast14anabolic	IMGN_ESPAD	1
dastAnabolic.15.	dast15anabolic	IMGN_ESPAD	1
dastAnabolic.16.	dast16anabolic	IMGN_ESPAD	1
dastAnabolic.17.	dast17anabolic	IMGN_ESPAD	1
dastAnabolic.18.	dast18anabolic	IMGN_ESPAD	1
dastAnabolic.19.	dast19anabolic	IMGN_ESPAD	1
dastAnabolic.20.	dast20anabolic	IMGN_ESPAD	1
ScidAnabolicA1AC1	SCID_A1AC_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA1AC2	SCID_A1AC_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA1AC3	SCID_A1AC_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA1AC4	SCID_A1AC_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA1AC5	SCID_A1AC_5_anabolic	IMGN_ESPAD	1
ScidAnabolicA1B1	SCID_A1B_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA1B2	SCID_A1B_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA1B3	SCID_A1B_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA1B4	SCID_A1B_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA1B5	SCID_A1B_5_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D1	SCID_A1D_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D3	SCID_A1D_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D2	SCID_A1D_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D4	SCID_A1D_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D5	SCID_A1D_5_anabolic	IMGN_ESPAD	1
ScidAnabolicA1D6	SCID_A1D_6_anabolic	IMGN_ESPAD	1
ScidAnabolicA21	SCID_A2_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA22	SCID_A2_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA23	SCID_A2_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA24	SCID_A2_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA25	SCID_A2_5_anabolic	IMGN_ESPAD	1
ScidAnabolicA31	SCID_A3_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA32	SCID_A3_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA33	SCID_A3_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA34	SCID_A3_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA35	SCID_A3_5_anabolic	IMGN_ESPAD	1
ScidAnabolicA4ABCD1	SCID_A4ABCD_1_anabolic	IMGN_ESPAD	1
ScidAnabolicA4ABCD2	SCID_A4ABCD_2_anabolic	IMGN_ESPAD	1
ScidAnabolicA4ABCD3	SCID_A4ABCD_3_anabolic	IMGN_ESPAD	1
ScidAnabolicA4ABCD4	SCID_A4ABCD_4_anabolic	IMGN_ESPAD	1
ScidAnabolicA4ABCD5	SCID_A4ABCD_5_anabolic	IMGN_ESPAD	1
ScidAnabolicD1AB1	SCID_D1AB_1_anabolic	IMGN_ESPAD	1
ScidAnabolicD1AB2	SCID_D1AB_2_anabolic	IMGN_ESPAD	1
ScidAnabolicD1AB3	SCID_D1AB_3_anabolic	IMGN_ESPAD	1
ScidAnabolicD2A1	SCID_D2A_1_anabolic	IMGN_ESPAD	1
ScidAnabolicD2B	SCID_D2B_anabolic	IMGN_ESPAD	1
ScidAnabolicD3AB	SCID_D3AB_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB1	SCID_D4AB_1_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB2	SCID_D4AB_2_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB3	SCID_D4AB_3_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB4	SCID_D4AB_4_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB5	SCID_D4AB_5_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB6	SCID_D4AB_6_anabolic	IMGN_ESPAD	1
ScidAnabolicD4AB7	SCID_D4AB_7_anabolic	IMGN_ESPAD	1
ScidAnabolicD51	SCID_D5_1_anabolic	IMGN_ESPAD	1
ScidAnabolicD52	SCID_D5_2_anabolic	IMGN_ESPAD	1
ScidAnabolicD6	SCID_D6_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD1	SCID_D7ABCD_1_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD2.AllThatApply	SCID_D7ABCD_2_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD3	SCID_D7ABCD_3_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD4	SCID_D7ABCD_4_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD5	SCID_D7ABCD_5_anabolic	IMGN_ESPAD	1
ScidAnabolicD7ABCD6	SCID_D7ABCD_6_anabolic	IMGN_ESPAD	1
EspadCheck.truth.	EspadCheck.truth.	IMGN_ESPAD	1
EspadCheck.change.	EspadCheck.change.	IMGN_ESPAD	1
bully.1.	bully01	IMGN_BULLY	1
bully.2.	bully02	IMGN_BULLY	1
bully.3.	bully03	IMGN_BULLY	1
bully.4.	bully04	IMGN_BULLY	1
bully.5.	bully05	IMGN_BULLY	1
bully.6.	bully06	IMGN_BULLY	1
bully.7.	bully07	IMGN_BULLY	1
bully.8.	bully08	IMGN_BULLY	1
bully.9.	bully09	IMGN_BULLY	1
bully.10.	bully10	IMGN_BULLY	1
bully.11.	bully11	IMGN_BULLY	1
bully.12.	bully12	IMGN_BULLY	1
neoffi.1.	neoffi1	IMGN_NEO_FFI	2
neoffi.2.	neoffi2	IMGN_NEO_FFI	2
neoffi.3.	neoffi3	IMGN_NEO_FFI	2
neoffi.4.	neoffi4	IMGN_NEO_FFI	2
neoffi.5.	neoffi5	IMGN_NEO_FFI	2
neoffi.6.	neoffi6	IMGN_NEO_FFI	2
neoffi.7.	neoffi7	IMGN_NEO_FFI	2
neoffi.8.	neoffi8	IMGN_NEO_FFI	2
neoffi.9.	neoffi9	IMGN_NEO_FFI	2
neoffi.10.	neoffi10	IMGN_NEO_FFI	2
neoffi.11.	neoffi11	IMGN_NEO_FFI	2
neoffi.12.	neoffi12	IMGN_NEO_FFI	2
neoffi.13.	neoffi13	IMGN_NEO_FFI	2
neoffi.14.	neoffi14	IMGN_NEO_FFI	2
neoffi.15.	neoffi15	IMGN_NEO_FFI	2
neoffi.16.	neoffi16	IMGN_NEO_FFI	2
neoffi.17.	neoffi17	IMGN_NEO_FFI	2
neoffi.18.	neoffi18	IMGN_NEO_FFI	2
neoffi.19.	neoffi19	IMGN_NEO_FFI	2
neoffi.20.	neoffi20	IMGN_NEO_FFI	2
neoffi.21.	neoffi21	IMGN_NEO_FFI	2
neoffi.22.	neoffi22	IMGN_NEO_FFI	2
neoffi.23.	neoffi23	IMGN_NEO_FFI	2
neoffi.24.	neoffi24	IMGN_NEO_FFI	2
neoffi.25.	neoffi25	IMGN_NEO_FFI	2
neoffi.26.	neoffi26	IMGN_NEO_FFI	2
neoffi.27.	neoffi27	IMGN_NEO_FFI	2
neoffi.28.	neoffi28	IMGN_NEO_FFI	2
neoffi.29.	neoffi29	IMGN_NEO_FFI	2
neoffi.30.	neoffi30	IMGN_NEO_FFI	2
neoffi.31.	neoffi31	IMGN_NEO_FFI	2
neoffi.32.	neoffi32	IMGN_NEO_FFI	2
neoffi.33.	neoffi33	IMGN_NEO_FFI	2
neoffi.34.	neoffi34	IMGN_NEO_FFI	2
neoffi.35.	neoffi35	IMGN_NEO_FFI	2
neoffi.36.	neoffi36	IMGN_NEO_FFI	2
neoffi.37.	neoffi37	IMGN_NEO_FFI	2
neoffi.38.	neoffi38	IMGN_NEO_FFI	2
neoffi.39.	neoffi39	IMGN_NEO_FFI	2
neoffi.40.	neoffi40	IMGN_NEO_FFI	2
neoffi.41.	neoffi41	IMGN_NEO_FFI	2
neoffi.42.	neoffi42	IMGN_NEO_FFI	2
neoffi.43.	neoffi43	IMGN_NEO_FFI	2
neoffi.44.	neoffi44	IMGN_NEO_FFI	2
neoffi.45.	neoffi45	IMGN_NEO_FFI	2
neoffi.46.	neoffi46	IMGN_NEO_FFI	2
neoffi.47.	neoffi47	IMGN_NEO_FFI	2
neoffi.48.	neoffi48	IMGN_NEO_FFI	2
neoffi.49.	neoffi49	IMGN_NEO_FFI	2
neoffi.50.	neoffi50	IMGN_NEO_FFI	2
neoffi.51.	neoffi51	IMGN_NEO_FFI	2
neoffi.52.	neoffi52	IMGN_NEO_FFI	2
neoffi.53.	neoffi53	IMGN_NEO_FFI	2
neoffi.54.	neoffi54	IMGN_NEO_FFI	2
neoffi.55.	neoffi55	IMGN_NEO_FFI	2
neoffi.56.	neoffi56	IMGN_NEO_FFI	2
neoffi.57.	neoffi57	IMGN_NEO_FFI	2
neoffi.58.	neoffi58	IMGN_NEO_FFI	2
neoffi.59.	neoffi59	IMGN_NEO_FFI	2
neoffi.60.	neoffi60	IMGN_NEO_FFI	2
tci.1.	tci001	IMGN_TCI	2
tci.10.	tci010	IMGN_TCI	2
tci.14.	tci014	IMGN_TCI	2
tci.24.	tci024	IMGN_TCI	2
tci.44.	tci044	IMGN_TCI	2
tci.47.	tci047	IMGN_TCI	2
tci.51.	tci051	IMGN_TCI	2
tci.59.	tci059	IMGN_TCI	2
tci.63.	tci063	IMGN_TCI	2
tci.71.	tci071	IMGN_TCI	2
tci.77.	tci077	IMGN_TCI	2
tci.53.	tci053	IMGN_TCI	2
tci.102.	tci102	IMGN_TCI	2
tci.104.	tci104	IMGN_TCI	2
tci.105.	tci105	IMGN_TCI	2
tci.109.	tci109	IMGN_TCI	2
tci.122.	tci122	IMGN_TCI	2
tci.123.	tci123	IMGN_TCI	2
tci.135.	tci135	IMGN_TCI	2
tci.139.	tci139	IMGN_TCI	2
tci.145.	tci145	IMGN_TCI	2
tci.155.	tci155	IMGN_TCI	2
tci.156.	tci156	IMGN_TCI	2
tci.159.	tci159	IMGN_TCI	2
tci.165.	tci165	IMGN_TCI	2
tci.170.	tci170	IMGN_TCI	2
tci.172.	tci172	IMGN_TCI	2
tci.176.	tci176	IMGN_TCI	2
tci.179.	tci179	IMGN_TCI	2
tci.193.	tci193	IMGN_TCI	2
tci.205.	tci205	IMGN_TCI	2
tci.210.	tci210	IMGN_TCI	2
tci.215.	tci215	IMGN_TCI	2
tci.222.	tci222	IMGN_TCI	2
tci.239.	tci239	IMGN_TCI	2
surps.1.	surps1	IMGN_SURPS	2
surps.2.	surps2	IMGN_SURPS	2
surps.3.	surps3	IMGN_SURPS	2
surps.4.	surps4	IMGN_SURPS	2
surps.5.	surps5	IMGN_SURPS	2
surps.6.	surps6	IMGN_SURPS	2
surps.7.	surps7	IMGN_SURPS	2
surps.8.	surps8	IMGN_SURPS	2
surps.9.	surps9	IMGN_SURPS	2
surps.10.	surps10	IMGN_SURPS	2
surps.11.	surps11	IMGN_SURPS	2
surps.12.	surps12	IMGN_SURPS	2
surps.13.	surps13	IMGN_SURPS	2
surps.14.	surps14	IMGN_SURPS	2
surps.15.	surps15	IMGN_SURPS	2
surps.16.	surps16	IMGN_SURPS	2
surps.17.	surps17	IMGN_SURPS	2
surps.18.	surps18	IMGN_SURPS	2
surps.19.	surps19	IMGN_SURPS	2
surps.20.	surps20	IMGN_SURPS	2
surps.21.	surps21	IMGN_SURPS	2
surps.22.	surps22	IMGN_SURPS	2
surps.23.	surps23	IMGN_SURPS	2
surpsCheck.truth.	surpsCheck.truth.	IMGN_SURPS	2
surpsCheck.change.	surpsCheck.change.	IMGN_SURPS	2
KIRBY.1.	kirby01	IMGN_KIRBY	2
KIRBY.2.	kirby02	IMGN_KIRBY	2
KIRBY.3.	kirby03	IMGN_KIRBY	2
KIRBY.4.	kirby04	IMGN_KIRBY	2
KIRBY.5.	kirby05	IMGN_KIRBY	2
KIRBY.6.	kirby06	IMGN_KIRBY	2
KIRBY.7.	kirby07	IMGN_KIRBY	2
KIRBY.8.	kirby08	IMGN_KIRBY	2
KIRBY.9.	kirby09	IMGN_KIRBY	2
KIRBY.10.	kirby10	IMGN_KIRBY	2
KIRBY.11.	kirby11	IMGN_KIRBY	2
KIRBY.12.	kirby12	IMGN_KIRBY	2
KIRBY.13.	kirby13	IMGN_KIRBY	2
KIRBY.14.	kirby14	IMGN_KIRBY	2
KIRBY.15.	kirby15	IMGN_KIRBY	2
KIRBY.16.	kirby16	IMGN_KIRBY	2
KIRBY.17.	kirby17	IMGN_KIRBY	2
KIRBY.18.	kirby18	IMGN_KIRBY	2
KIRBY.19.	kirby19	IMGN_KIRBY	2
KIRBY.20.	kirby20	IMGN_KIRBY	2
KIRBY.21.	kirby21	IMGN_KIRBY	2
KIRBY.22.	kirby22	IMGN_KIRBY	2
KIRBY.23.	kirby23	IMGN_KIRBY	2
KIRBY.24.	kirby24	IMGN_KIRBY	2
KIRBY.25.	kirby25	IMGN_KIRBY	2
KIRBY.26.	kirby26	IMGN_KIRBY	2
KIRBY.27.	kirby27	IMGN_KIRBY	2
leqEver01	leq_01_ever	IMGN_LEQ	2
leqYear01	leq_01_year	IMGN_LEQ	2
leqFeel01	leq_01_feel	IMGN_LEQ	2
leqEver02	leq_02_ever	IMGN_LEQ	2
leqYear02	leq_02_year	IMGN_LEQ	2
leqFeel02	leq_02_feel	IMGN_LEQ	2
leqEver03	leq_03_ever	IMGN_LEQ	2
leqYear03	leq_03_year	IMGN_LEQ	2
leqFeel03	leq_03_feel	IMGN_LEQ	2
leqEver04	leq_04_ever	IMGN_LEQ	2
leqYear04	leq_04_year	IMGN_LEQ	2
leqFeel04	leq_04_feel	IMGN_LEQ	2
leqEver05	leq_05_ever	IMGN_LEQ	2
leqYear05	leq_05_year	IMGN_LEQ	2
leqFeel05	leq_05_feel	IMGN_LEQ	2
leqEver06	leq_06_ever	IMGN_LEQ	2
leqYear06	leq_06_year	IMGN_LEQ	2
leqFeel06	leq_06_feel	IMGN_LEQ	2
leqEver07	leq_07_ever	IMGN_LEQ	2
leqYear07	leq_07_year	IMGN_LEQ	2
leqFeel07	leq_07_feel	IMGN_LEQ	2
leqEver08	leq_08_ever	IMGN_LEQ	2
leqYear08	leq_08_year	IMGN_LEQ	2
leqFeel08	leq_08_feel	IMGN_LEQ	2
leqEver09	leq_09_ever	IMGN_LEQ	2
leqYear09	leq_09_year	IMGN_LEQ	2
leqFeel09	leq_09_feel	IMGN_LEQ	2
leqEver10	leq_10_ever	IMGN_LEQ	2
leqYear10	leq_10_year	IMGN_LEQ	2
leqFeel10	leq_10_feel	IMGN_LEQ	2
leqEver11	leq_11_ever	IMGN_LEQ	2
leqYear11	leq_11_year	IMGN_LEQ	2
leqFeel11	leq_11_feel	IMGN_LEQ	2
leqEver12	leq_12_ever	IMGN_LEQ	2
leqYear12	leq_12_year	IMGN_LEQ	2
leqFeel12	leq_12_feel	IMGN_LEQ	2
leqEver13	leq_13_ever	IMGN_LEQ	2
leqYear13	leq_13_year	IMGN_LEQ	2
leqFeel13	leq_13_feel	IMGN_LEQ	2
leqEver14	leq_14_ever	IMGN_LEQ	2
leqYear14	leq_14_year	IMGN_LEQ	2
leqFeel14	leq_14_feel	IMGN_LEQ	2
leqEver15	leq_15_ever	IMGN_LEQ	2
leqYear15	leq_15_year	IMGN_LEQ	2
leqFeel15	leq_15_feel	IMGN_LEQ	2
leqEver16	leq_16_ever	IMGN_LEQ	2
leqYear16	leq_16_year	IMGN_LEQ	2
leqFeel16	leq_16_feel	IMGN_LEQ	2
leqEver17	leq_17_ever	IMGN_LEQ	2
leqYear17	leq_17_year	IMGN_LEQ	2
leqFeel17	leq_17_feel	IMGN_LEQ	2
leqEver18	leq_18_ever	IMGN_LEQ	2
leqYear18	leq_18_year	IMGN_LEQ	2
leqFeel18	leq_18_feel	IMGN_LEQ	2
leqEver19	leq_19_ever	IMGN_LEQ	2
leqYear19	leq_19_year	IMGN_LEQ	2
leqFeel19	leq_19_feel	IMGN_LEQ	2
leqEver20	leq_20_ever	IMGN_LEQ	2
leqYear20	leq_20_year	IMGN_LEQ	2
leqFeel20	leq_20_feel	IMGN_LEQ	2
leqEver21	leq_21_ever	IMGN_LEQ	2
